acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge
1 IPC 1860,"NEAR AMBEDKAR COLLAGE, MAIN ROAD WAZIRABAD, ROAD, DELHI",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173054170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170016,7,2017-01-15,GOKUL PURI,22:00,392/411/34,20:20,20:20,Robbery-Theft,Robbery
1 IPC 1860,"D-1/11, BRIJ PURI, DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173054170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170017,5,2017-01-16,GOKUL PURI,17:30,365,15:00,15:00,Kidnapping,Kidnapping
1 IPC 1860,"H.NO. E-455, GALI NO. 20, OLD MUSTAFABAD, DELHI",2017-01-16,2017-01-16,Monday,NORTH EAST,8173054170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170019,7,2017-01-16,GOKUL PURI,21:30,188,20:40,20:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. 886, GALI NO. 11, NEW MUSTAFABAD, DELHI",2017-01-17,2017-01-17,Tuesday,NORTH EAST,8173054170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170020,7,2017-01-17,GOKUL PURI,19:30,380,19:00,19:00,Theft,Theft
1 IPC 1860,"H.NO. 219, GALI NO. 27, OLD MUSTAFABAD, DELHI",2017-01-17,2017-01-17,Tuesday,NORTH EAST,8173054170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170021,7,2017-01-17,GOKUL PURI,21:00,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"PLOT NO. 7 AND 10, SHOP NO.1A DKM MARKET MAIN ROAD JOHRIPUR, DELHI-110094",2017-01-18,2017-01-18,Wednesday,NORTH EAST,8173054170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170023,7,2017-01-18,GOKUL PURI,20:45,283,20:20,20:20,obstruction by a person,obstruction by a person
1 IPC 1860,"H.NO.532, CHAND BAGH, DELHI-110094",2017-01-19,2017-01-19,Thursday,NORTH EAST,8173054170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170025,7,2017-01-19,GOKUL PURI,21:30,188,20:00,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"WWWWW,W§IW,W",2017-01-20,2017-01-20,Friday,NORTH EAST,8173054170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170027,1,2017-01-20,GOKUL PURI,14:00,318,00:00,00:00,Concealment of birth,Concealment of birth
1 IPC 1860,"F-30, GALI NO. 6, BHAGIRATHI VIHAR, DELHI",2017-01-20,2017-01-20,Friday,NORTH EAST,8173054170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170028,6,2017-01-20,GOKUL PURI,18:15,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"NEAR BRIJ PURI T POINT, WAZIRABAD ROAD, DELHI",2017-01-20,2017-01-20,Friday,NORTH EAST,8173054170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170029,7,2017-01-20,GOKUL PURI,23:00,356/379/34,21:40,21:40,Snatching-Theft,Snatching
1 IPC 1860,"NANAKSAR RED LIGHT DHALAN, MAIN PUSTA ROAD SONIA VIHAR",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173057170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170003,7,2017-01-05,SONIA VIHAR,21:45,356/379/34,19:30,19:30,Snatching-Theft,Snatching
1 IPC 1860,"E-2/92‘I, 4TH PUSTA, SONIA VIHAR, DELHI",2016-12-31,2016-12-31,Saturday,NORTH EAST,8173057170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170004,5,2017-01-06,SONIA VIHAR,11:30,365,14:30,14:30,Kidnapping,Kidnapping
1 IPC 1860,"8-1650, 23, 2ND PUSTA SONIA VIHAR, DELHI",2017-01-07,2017-01-07,Saturday,NORTH EAST,8173057170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170005,4,2017-01-07,SONIA VIHAR,17:33,363,11:00,11:00,Kidnapping,Kidnapping
1 IPC 1860,"E-2/18 G.NO-’I 5TH PUSTA, SONIA VIHAR DELHI",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173057170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170006,6,2017-01-08,SONIA VIHAR,22:20,420,16:06,16:06,cheating,cheating
1 IPC 1860,"NEAR 2ND PUSTA SONIA VIHAR, DELHI",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173057170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170008,7,2017-01-11,SONIA VIHAR,23:15,279/337,19:00,19:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"E2/744 GALI NO-11 4TH PUSTA, SONIA VIHAR DELHI",2017-01-13,2017-01-13,Friday,NORTH EAST,8173057170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170009,4,2017-01-13,SONIA VIHAR,12:40,188,11:40,11:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"MANGAL BAZAR, CHAUHANPATTI DELLI",2017-01-13,2017-01-13,Friday,NORTH EAST,8173057170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170010,5,2017-01-13,SONIA VIHAR,16:20,283,15:15,15:15,obstruction by a person,obstruction by a person
1 IPC 1860,"E-2/255, 11, 5TH PUSTA SONIA VIHAR, DELHI, E-2 BLOCK",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173057170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170012,6,2017-01-14,SONIA VIHAR,19:45,188,18:25,18:25,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"2W W,ﬁﬁﬁ",2017-01-17,2017-01-17,Tuesday,NORTH EAST,8173057170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170016,6,2017-01-17,SONIA VIHAR,17:10,283,16:30,16:30,obstruction by a person,obstruction by a person
1 IPC 1860,"D-293, 01, 3RD PUSTA SONIA VIHAR, DELHI",2017-01-17,2017-01-17,Tuesday,NORTH EAST,8173057170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170017,5,2017-01-17,SONIA VIHAR,17:35,188,15:45,15:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"G-1/86-87 G.NO.6, SONIA VIHAR DELHI",2017-01-18,2017-01-18,Wednesday,NORTH EAST,8173057170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170018,6,2017-01-18,SONIA VIHAR,16:45,188,16:15,16:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"E-2/1195, 4-1/2 PUSTA SONIA VIHAR, DELHI",2017-01-19,2017-01-19,Thursday,NORTH EAST,8173057170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170019,7,2017-01-20,SONIA VIHAR,11:10,363,19:00,19:00,Kidnapping,Kidnapping
1 IPC 1860,"A—145, GALI NO-1/4, KASHUL PURI DELHI",2017-01-20,2017-01-20,Friday,NORTH EAST,8173057170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170020,4,2017-01-20,SONIA VIHAR,13:30,188,12:30,12:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"MANGAL BAZAR, CHAUHANPATTI DELHI",2017-01-20,2017-01-20,Friday,NORTH EAST,8173057170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170021,5,2017-01-20,SONIA VIHAR,16:20,283,15:30,15:30,obstruction by a person,obstruction by a person
1 IPC 1860,"5TH PUSTA UNDER TOLL TAX, SONIA VIHAR DELHI",2017-01-19,2017-01-19,Thursday,NORTH EAST,8173057170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170022,7,2017-01-20,SONIA VIHAR,16:25,323/341/34,20:30,20:30,Causing hurt-wrong restraint,Causing hurt-wrong restraint
1 IPC 1860,"D-338, 002, 3RD PUSTA SONIA VIHAR, SONIA VIHAR DELHI",2017-01-20,2017-01-20,Friday,NORTH EAST,8173057170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170023,6,2017-01-21,SONIA VIHAR,17:20,363,17:00,17:00,Kidnapping,Kidnapping
1 IPC 1860,"C-1/466, 06, 2-1/2 PUSTA SONIA VIHAR, SONIA VIHAR DELHI",2017-01-21,2017-01-21,Saturday,NORTH EAST,8173057170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170024,6,2017-01-21,SONIA VIHAR,17:30,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,,,,,NORTH EAST,8173057170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170026,,2017-01-22,SONIA VIHAR,18:40,376,,,Rape,Rape
1 IPC 1860,"SONIA VIHAR PUSTA ROAD NEAR 4TH PUSTA, SONIA VIHAR DELHI",2017-01-22,2017-01-22,Sunday,NORTH EAST,8173057170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170027,6,2017-01-22,SONIA VIHAR,23:20,279/304A,18:45,18:45,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"E-2/9 GALI NO-11 GREEN DAY PUIBLIC SCHOOL, 5TH PUSTA SONIA VIHAR DELHI",2017-01-24,2017-01-24,Tuesday,NORTH EAST,8173057170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170028,7,2017-01-24,SONIA VIHAR,19:55,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"D-96, 36, 1ST PUSTA SONIA VIHAR, DELHI",2017-01-28,2017-01-28,Saturday,NORTH EAST,8173057170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170029,1,2017-01-29,SONIA VIHAR,18:00,498A/328/506/34,00:30,00:30,Criminal intimidation-domestic abuse,domestic abuse
1 IPC 1860,"G-3/95, 09, NEAR JAIN MARKET, SONIA VIHAR DELHI",2017-01-29,2017-01-29,Sunday,NORTH EAST,8173057170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170030,7,2017-01-30,SONIA VIHAR,00:15,302,21:13,21:13,murder,murder
1 IPC 1860,"66FUTA ROAD, NEAR GOKALPURI, FLYOVER, DELHI",2017-01-04,2017-01-04,Wednesday,NORTH EAST,8173005170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170002,5,2017-01-05,BHAJAN PURA,21:45,328/379,14:30,14:30,Theft,Theft
1 IPC 1860,"NEAR KUDEDAN, 66FUTA ROAD, YAMUNA VIHAR, DELHI",2017-01-04,2017-01-04,Wednesday,NORTH EAST,8173005170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170003,6,2017-01-05,BHAJAN PURA,22:00,356/379/34,18:40,18:40,Snatching-Theft,Snatching
1 IPC 1860,"INFRONT OF, C-4/32 IN GALI, YAMUNA VIHAR, DELHI",2017-01-07,2017-01-07,Saturday,NORTH EAST,8173005170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170005,6,2017-01-07,BHAJAN PURA,17:40,392/411,16:10,16:10,Robbery-Theft,Robbery
1 IPC 1860,"FRONT OF D-1342, GALI NO 8A, VIJAY PARK, DELHI",2017-01-09,2017-01-09,Monday,NORTH EAST,8173005170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170006,1,2017-01-09,BHAJAN PURA,04:30,435/427,01:45,01:45,Illegal explosives-mischief,Others
1 IPC 1860,"WAHID PAAN WALA, GALI NO 1, NOOR ILAHI, DELHI",2017-01-09,2017-01-09,Monday,NORTH EAST,8173005170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170007,1,2017-01-09,BHAJAN PURA,05:20,324/34,01:30,01:30,hurt by dangerous weapons,hurt by dangerous weapons
1 IPC 1860,"IN FRONT OF ANAND SAGAR RESTAURENT, YAMUNA VIHAR DELHI",2017-01-09,2017-01-09,Monday,NORTH EAST,8173005170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170009,6,2017-01-10,BHAJAN PURA,06:00,308,17:45,17:45,culpable homicide,culpable homicide
1 IPC 1860,"ANAND SAGAR RESTURENT, YAMUNA VIHAR INFRONT OF C BLOCK, SERVICE ROAD",2017-01-09,2017-01-09,Monday,NORTH EAST,8173005170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170011,6,2017-01-11,BHAJAN PURA,17:40,384/394/34,17:30,17:30,Extortion-Robbery,Robbery
1 IPC 1860,"INFRONT OF 0-5, YAMUNA VIHAR, ON ROAD",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173005170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170012,7,2017-01-11,BHAJAN PURA,23:15,356/379/411/34,21:00,21:00,Snatching-Theft,Snatching
1 IPC 1860,"NEAR JANKALYAN SCHOOL, C-BLOCK, BHAJANPURA",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173005170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170013,6,2017-01-13,BHAJAN PURA,17:35,323/341/506/34,16:35,16:35,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint
1 IPC 1860,"INFRONT OF B-45, G.NO-2, MAIN MKT, BHAJANPURA",2017-01-13,2017-01-13,Friday,NORTH EAST,8173005170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170014,7,2017-01-13,BHAJAN PURA,19:55,283/290,19:30,19:30,obstruction by a person-public nuisance,obstruction by a person-public nuisance
1 IPC 1860,"H NO 3, GALI NO 5, VILLAGE GARHI MENDU DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173005170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170015,4,2017-01-14,BHAJAN PURA,13:15,188,12:10,12:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"D-923, GALI NO 21, BHAJANPURA",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173005170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170016,4,2017-01-14,BHAJAN PURA,13:30,188,11:00,11:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"INFRONT OF H.NO 0-183, GALI NO-8, MAIN ROAD, BHAJANPURA DELHI-53",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173005170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170017,7,2017-01-14,BHAJAN PURA,20:20,283,19:15,19:15,obstruction by a person,obstruction by a person
1 IPC 1860,"H.NO K-21/33, GALI NO-20, GANGOTRI VIHAR, DELHI-53",2016-10-25,2016-10-25,Tuesday,NORTH EAST,8173005170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170018,5,2017-01-15,BHAJAN PURA,00:05,451/323/506/34,15:30,15:30,Causing hurt-Criminal intimidation-house-trespass,house-trespass
1 IPC 1860,"H.NO-74, GALI NO-1, GANVDI VILL, BHAJANPURA, DELHI-53",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173005170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170019,6,2017-01-15,BHAJAN PURA,18:05,188,16:10,16:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"SHOP NO-B-83, INFRONT OF PITAMGIRI DHARMSALA, RABBAR FACTORY ROAD, DELHI-53",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173005170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170020,7,2017-01-15,BHAJAN PURA,20:15,283,19:15,19:15,obstruction by a person,obstruction by a person
1 IPC 1860,"MOTHER DAIRY BOTH, MTNL GROUND, YAMUNA VIHAR, DELHI-53",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173005170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170021,7,2017-01-15,BHAJAN PURA,20:20,283,19:00,19:00,obstruction by a person,obstruction by a person
1 IPC 1860,"V-437, GALI NO-28, VIJAY PARK, DELHI-53",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173005170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170022,7,2017-01-15,BHAJAN PURA,21:55,188,20:40,20:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"MAIN MKT, BHAJANURA CHOWK, DELHI-53",2017-01-16,2017-01-16,Monday,NORTH EAST,8173005170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170023,6,2017-01-16,BHAJAN PURA,19:55,283,18:30,18:30,obstruction by a person,obstruction by a person
1 IPC 1860,,,,,NORTH EAST,8173005170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170024,,2017-01-16,BHAJAN PURA,20:30,420/34,,,cheating,cheating
1 IPC 1860,"D-385A, GALI NO 9, BHAJANPURA DELHI",2017-01-17,2017-01-17,Tuesday,NORTH EAST,8173005170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170025,5,2017-01-17,BHAJAN PURA,15:30,188,14:00,14:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"NEAR VIJAY PHOTO STUDIO, C-1, YAMUNA VIHAR, DELHI",2017-01-18,2017-01-18,Wednesday,NORTH EAST,8173005170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170027,3,2017-01-18,BHAJAN PURA,11:10,394/34,09:00,09:00,Robbery,Robbery
1 IPC 1860,"INFRONT OF SHOP NO-A—141,GALI NO-‘I, NORTH GHONDA, DELHI-53",2017-01-18,2017-01-18,Wednesday,NORTH EAST,8173005170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170028,4,2017-01-18,BHAJAN PURA,13:40,283,12:45,12:45,obstruction by a person,obstruction by a person
1 IPC 1860,"D-46, GALI NO-4, GAMRI EXT, DELHI-53",2017-01-18,2017-01-18,Wednesday,NORTH EAST,8173005170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170029,6,2017-01-18,BHAJAN PURA,19:30,188,18:30,18:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. B-106, MANDIR WALI GALI, SUBHASH MOHALLA, NORTH GHONDA, BHAJAN PURA DELHI",2017-01-18,2017-01-18,Wednesday,NORTH EAST,8173005170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173005170030,7,2017-01-19,BHAJAN PURA,02:00,363,19:30,19:30,Kidnapping,Kidnapping
1 IPC 1860,"DURGA PURI FLYOVER (ABOVE RAILWAY LINR), NAND NAGRI DELHI",2016-12-31,2016-12-31,Saturday,NORTH EAST,8173025170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170002,8,2017-01-01,NAND NAGRI,00:55,186/353/308/34,22:00,22:00,Disobedience to pub. Serv. Order-culpable homicide-hurting public servant,culpable homicide
1 IPC 1860,"0-3/465, NAND NAGRI DELHI",,,,NORTH EAST,8173025170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170003,,2017-01-01,NAND NAGRI,19:15,498A/406/34,,,Criminal breach of trust-domestic abuse,domestic abuse
1 IPC 1860,"D-18, NIRMAL COLONY KODHI COLONY, NEAR GURUDWARA ROAD NO 64, TAHIRPUR DELHI",2017-01-01,2017-01-01,Sunday,NORTH EAST,8173025170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170004,8,2017-01-02,NAND NAGRI,08:30,308/34,22:56,22:56,culpable homicide,culpable homicide
1 IPC 1860,"MAIN ROAD M N BLOCK, SUNDER NAGRI, DELHI",,,,NORTH EAST,8173025170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170006,,2017-01-04,NAND NAGRI,11:40,283,,,obstruction by a person,obstruction by a person
1 IPC 1860,"ON ROAD, TAHIRPUR DELHI RED LIGHT, NEAR WATER TANKI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173025170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170008,3,2017-01-05,NAND NAGRI,10:50,356/379/34,09:15,09:15,Snatching-Theft,Snatching
1 IPC 1860,"E-1/108, NAND NAGRI DELHI",,,,NORTH EAST,8173025170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170009,,2017-01-05,NAND NAGRI,16:05,354/506/34,,,Criminal intimidation-sexual harrasement,sexual harrasement
1 IPC 1860,"212 BUS STAND, NEAR TOILET, NAND NAGRI DELHI",2017-01-06,2017-01-06,Friday,NORTH EAST,8173025170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170012,5,2017-01-06,NAND NAGRI,16:00,279/337,13:15,13:15,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"MAIN WAZIRABAD ROAD, DISTRICT PARK, NAND NAGRI DELHI",2017-01-06,2017-01-06,Friday,NORTH EAST,8173025170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170013,6,2017-01-06,NAND NAGRI,19:35,356/379,17:30,17:30,Snatching-Theft,Snatching
1 IPC 1860,"ON ROAD NEAR 212 BUS STAND, NAND NAGRI DELHI",2017-01-06,2017-01-06,Friday,NORTH EAST,8173025170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170014,7,2017-01-06,NAND NAGRI,22:15,356/379/34,20:00,20:00,Snatching-Theft,Snatching
1 IPC 1860,"HNO-B-3/265, NAND NAGRI DELHI-93",,,,NORTH EAST,8173025170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170015,,2017-01-07,NAND NAGRI,15:15,406/34/498A,,,Criminal breach of trust-domestic abuse,domestic abuse
1 IPC 1860,"0-275, SUNDER NAGRI DELHI",2017-01-09,2017-01-09,Monday,NORTH EAST,8173025170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170016,7,2017-01-09,NAND NAGRI,21:35,452/506,20:00,20:00,Criminal intimidation-house-trespass,house-trespass
1 IPC 1860,"IN GALI A-4/438, NAND NAGRI DELHI",2017-01-10,2017-01-10,Tuesday,NORTH EAST,8173025170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170018,8,2017-01-11,NAND NAGRI,02:00,323/341/354(A)/42,22:15,22:15,Causing hurt-sexual harrasement-wrong restraint,sexual harrasement
1 IPC 1860,"IN GALI, A—4/420-421, NAND NAGRI",2017-01-10,2017-01-10,Tuesday,NORTH EAST,8173025170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170019,8,2017-01-11,NAND NAGRI,02:20,323/341/427/34,22:15,22:15,Causing hurt-mischief-wrong restraint,Causing hurt-mischief-wrong restraint
1 IPC 1860,"A—3 BLOCK, MAIN ROAD NEAR SHIVAM GARMENTS, NAND NAGRI DELHI",2016-12-18,2016-12-18,Sunday,NORTH EAST,8173025170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170021,6,2017-01-11,NAND NAGRI,19:32,354/341/323/34,17:00,17:00,Causing hurt-sexual harrasement-wrong restraint,sexual harrasement
1 IPC 1860,"8-2 [372, NAND NAGRI DELHI",2015-09-26,2015-09-26,Saturday,NORTH EAST,8173025170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170022,1,2017-01-11,NAND NAGRI,22:05,306/34,02:00,02:00,Abetment of suicide,Abetment of suicide
1 IPC 1860,"E-5/1, NAND NAGRI DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173025170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170023,6,2017-01-12,NAND NAGRI,19:25,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. A-2/3, NAND NAGRI, DELHI",2017-01-13,2017-01-13,Friday,NORTH EAST,8173025170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170024,7,2017-01-13,NAND NAGRI,21:15,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.A-2/27, NAND NAGRI, DELHI",2017-01-13,2017-01-13,Friday,NORTH EAST,8173025170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170025,7,2017-01-13,NAND NAGRI,22:15,188,21:30,21:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"F AND G DDA MARKET, SUNDER NAGRI DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173025170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170026,5,2017-01-14,NAND NAGRI,14:30,188,13:15,13:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"GAGAN CINEMA, NAND NAGRI DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173025170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170027,5,2017-01-14,NAND NAGRI,15:30,188,14:30,14:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"UNDER FLYOVER NATHU COLONY, NAND NAGRI DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173025170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170028,6,2017-01-14,NAND NAGRI,16:40,188,16:10,16:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"C-3 BLOCK, NEAR MASJID NAND NAGRI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173025170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170029,6,2017-01-14,NAND NAGRI,17:50,188,17:10,17:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"K BLOCK, NEAR MCD FLAT SUNDAR NAGRI, DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173025170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170030,6,2017-01-14,NAND NAGRI,19:20,188,18:20,18:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
