acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge
1 IPC 1860,"Distance from P.S (am i} gﬁ sh? Eran): NORTH-EAST, 15 KM(S) Beat No(EﬁE arr.) : 895400100",,,,SPECIAL CELL(SB),8954001170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8954001170016,,,SPECIAL CELL (SB),,420/467/468/471/1,03/03/2017,03/03/2017,cheating,cheating
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 895400100",,,,SPECIAL CELL(SB),8954001170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8954001170019,,,SPECIAL CELL (SB),,471/420,09/03/2017,09/03/2017,cheating,cheating
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 895400100",,,,SPECIAL CELL(SB),8954001170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8954001170019,,,SPECIAL CELL (SB),,471/420,09/03/2017,09/03/2017,cheating,cheating
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817105406",,,,SOUTH WEST,8171054170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171054170011,,,SAGAR PUR,,376/506,,,Criminal intimidation-Rape,Rape
1 IPC 1860,"H.NO.1OB BLOCK, GALI No.1, HARIJAN BASTI NASIRPUR, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH WEST,8171054170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171054170015,7,2017-01-16,SAGAR PUR,21:20,188,20:10,21:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817105401",,,,SOUTH WEST,8171054170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171054170020,".Iu‘I'I“Ih'//

DAV",,SAGAR PUR,,376/506,16/01/2017,18/01/2017,Criminal intimidation-Rape,Rape
1 IPC 1860,"m RED LIGHT, OLD GURGAON TO DELHI ROAD",2017-01-01,2017-01-01,Sunday,SOUTH WEST,8171030170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170005,8,2017-01-06,KAPASHERA,19:15,279,22:50,22:50,Rash driving,Rash driving
1 IPC 1860,"anﬁ 159, ﬁﬁmrﬁ’eﬁ m, Wﬁﬁo",2017-01-08,2017-01-08,Sunday,SOUTH WEST,8171030170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170006,2,2017-01-09,KAPASHERA,00:25,363,04:00,04:00,Kidnapping,Kidnapping
1 IPC 1860,"NAJAFGARH BIJWASAN ROAD, BIJWASAN FLYOVER gm",2017-01-11,2017-01-11,Wednesday,SOUTH WEST,8171030170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170011,3,2017-01-11,KAPASHERA,15:30,279/337,08:30,08:30,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"mac 24/17,:13fﬁﬁgﬁarwﬁnﬁﬁ %mﬁ,wm%a,%ﬁ",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171030170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170012,6,2017-01-14,KAPASHERA,19:30,188,18:50,18:50,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"ﬁTs'TIFrﬁHO 8,8'H1WTWQHHEWWHEFW",2017-01-16,2017-01-16,Monday,SOUTH WEST,8171030170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170015,8,2017-01-17,KAPASHERA,01:50,356/379/34,23:45,23:45,Snatching-Theft,Snatching
1 IPC 1860,"KAPASHERA BIJWASAN MODI FARM HOUSE 35 ETFlﬁ, KAPASHERA",2017-01-18,2017-01-18,Wednesday,SOUTH WEST,8171030170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170017,4,2017-01-18,KAPASHERA,14:45,279/337,10:00,10:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"H.NO. 694, VPO Emma? N.D",2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171030170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170026,7,2017-01-21,KAPASHERA,21:20,188,20:05,20:05,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"mam ﬁg, PARAS AUTO MOBILE INDIAN OIL PATROL PUMP % Emir, BIJWASAN",2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171030170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170027,7,2017-01-22,KAPASHERA,00:50,279/337,20:45,20:45,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,gumﬁwﬁWﬁaaﬁrwﬁamgﬁﬁﬁmﬁ,2017-01-23,2017-01-23,Monday,SOUTH WEST,8171030170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170028,7,2017-01-24,KAPASHERA,01:35,279/337,19:00,19:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"ROOM-23,1ﬁﬁgﬁmaﬁnﬁﬁ,%mﬁmamw,ﬁmﬂammrﬁwﬁo1%;",2017-01-25,2017-01-25,Wednesday,SOUTH WEST,8171030170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170029,3,2017-01-25,KAPASHERA,19:55,363,07:45,07:45,Kidnapping,Kidnapping
1 IPC 1860,Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 817105709,,,,SOUTH WEST,8171057170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170003,,,PALAM VILLAGE,,279/337,04/01/2017,04/01/2017,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"RZH 108, GALI No.2, RAJ NAGAR-2",2016-12-23,2017-01-03,INTERVENING DAY,SOUTH WEST,8171057170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170004,,2017-01-05,PALAM VILLAGE,18:35,376/506,00:00,00:00,Criminal intimidation-Rape,Rape
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): WEST, 1 KM(s) Beat N0(Eﬁ?: arr.) : 817105706",,,,SOUTH WEST,8171057170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170005,,,PALAM VILLAGE,,506/354,06/01/2017,06/01/2017,Criminal intimidation-sexual harrasement,sexual harrasement
1 IPC 1860,"H NO.WZ-26, GALI No.8, SADH NAGAR 1ST FLOOR, PALAM COLONY",2017-01-13,2017-01-13,Friday,SOUTH WEST,8171057170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170009,7,2017-01-13,PALAM VILLAGE,20:44,188,19:31,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"SHOP NO RZB-112, OLD MEHROLI ROAD, RAJ NAGAR-l, PALAM",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171057170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170010,7,2017-01-14,PALAM VILLAGE,19:50,188,19:00,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H NO RZ-306, GALI No.22, SADH NAGAR, PALAM COLONY",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171057170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170012,7,2017-01-14,PALAM VILLAGE,20:34,188,19:00,19:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"E-132, GALl-17B, SADH NAGAR, PALAM COLONY",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171057170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170014,4,2017-01-15,PALAM VILLAGE,02:10,363,12:00,12:00,Kidnapping,Kidnapping
1 IPC 1860,"RZD-1A/144 GALI No.5, MAHAVIR ENCLAVE",2017-01-15,2017-01-15,Sunday,SOUTH WEST,8171057170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170016,7,2017-01-15,PALAM VILLAGE,20:35,188,19:50,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"RZD-70/18, GALI No.7, MAHAVIR ENCLAVE PART-I",2017-01-16,2017-01-16,Monday,SOUTH WEST,8171057170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170019,7,2017-01-16,PALAM VILLAGE,19:19,188,18:15,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"WZ-120A, GALI No.2 SADH NAGAR, NEAR RADHA KRISHNA MANDIR, PALAM COLONY DELHI",2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171057170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170030,7,2017-01-21,PALAM VILLAGE,20:44,188,20:05,20:42,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"Wﬁgﬁsmnﬁm,mﬁﬁgzﬁrw,mm",2017-01-15,2017-01-15,Sunday,SOUTH WEST,8171016170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170017,6,2017-01-15,SECTOR 23 DWARKA,18:00,188,17:40,17:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"Distance from P.S (211m #1 g8 sh? Eran): , 2 KM(5) Beat No(EﬁE arr.) : 817101606",,,,SOUTH WEST,8171016170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170018,,,SECTOR 23 DWARKA,,269/270,16/01/2017,16/01/2017,Negligent conduct,Negligent conduct
1 IPC 1860,"HTc: Gmﬁ EETRCS'IGE MAIN ROAD, gaﬁm",2017-01-16,2017-01-16,Monday,SOUTH WEST,8171016170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170019,,2017-01-17,SECTOR 23 DWARKA,15:20,379,03:00,08:00,Theft,Theft
1 IPC 1860,"gm ﬁg HE IOC RED LIGHT, NEAR METRO STATION D.CANTT,",2017-01-01,2017-01-01,Sunday,SOUTH WEST,8171011170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170002,7,2017-01-02,DELHI CANTT,20:00,279/337,19:20,19:20,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"ﬁﬁi‘rs: DHOLA KAUAN it}, mumchrﬁsaﬁl",2017-01-04,2017-01-04,Wednesday,SOUTH WEST,8171011170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170003,4,2017-01-05,DELHI CANTT,19:00,279/337,12:30,12:30,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"PILLER NO.P-72 eﬁmgﬁar‘r in}, W m anﬁ as u:",2017-01-08,2017-01-08,Sunday,SOUTH WEST,8171011170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170006,2,2017-01-08,DELHI CANTT,09:00,279/337,05:15,05:15,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,CVD Em“: DELHI CANTT,2017-01-10,2017-01-10,Tuesday,SOUTH WEST,8171011170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170007,,2017-01-10,DELHI CANTT,20:15,380/411/34,00:00,20:00,Theft,Theft
1 IPC 1860,"H.NO. 6/122 $11331,me",2017-01-13,2017-01-13,Friday,SOUTH WEST,8171011170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170011,7,2017-01-13,DELHI CANTT,21:40,188,19:45,19:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. V-12,gg1:ﬁ:rrrrarﬁmﬁ%—a",2017-01-16,2017-01-16,Monday,SOUTH WEST,8171011170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170013,6,2017-01-16,DELHI CANTT,20:05,188,16:00,16:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H NO V-lll, OLD W, DELHI CANTT N.D",2017-01-19,2017-01-19,Thursday,SOUTH WEST,8171011170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170016,6,2017-01-19,DELHI CANTT,20:00,188,18:30,18:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"EEHERI COED Erma—41,1431? :ITR,",2017-01-29,2017-01-29,Sunday,SOUTH WEST,8171011170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170028,8,2017-01-30,DELHI CANTT,02:40,392/34,23:55,23:55,Robbery,Robbery
1 IPC 1860,"RING ROAD, awn 3?! FITCHGIﬁ EHFﬁ SIDE, NEAR PILLAR NO. 44",2017-02-06,2017-02-06,Monday,SOUTH WEST,8171011170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170030,1,2017-02-06,DELHI CANTT,06:05,279/304A,00:00,00:00,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"Distance from P.S (am i} g8 sh? Eran): SOUTH, 5 KM(s) Beat No(EﬁE arr.) : 817105804",,,,SOUTH WEST,8171058170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171058170003,,,CHHAWALA,,279/337,01/01/2017,01/01/2017,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"NAJAFGARH GURGAON ROAD, NEAR PEER BABA, HERO HONDA SHOWROOM ROSHANPURA, NA;

LII—ll] hf—I I II",2017-01-12,2017-01-12,Thursday,SOUTH WEST,8171058170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171058170010,7,2017-01-13,CHHAWALA,00:20,279,21:30,21:30,Rash driving,Rash driving
1 IPC 1860,"DURGA PARK, PRITHAVI SINGH Kl SAMADHI, NEAR JOGINDER KA GERIJ",2017-01-15,2017-01-15,Sunday,SOUTH WEST,8171058170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171058170017,5,2017-01-15,CHHAWALA,19:05,354/354(B)/509,14:30,15:00,Women abuse-sexual harrasement,sexual harrasement
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): SOUTH, 4 KM(s) Beat N0(Eﬁ?: arr.) : 817105804",,,,SOUTH WEST,8171058170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171058170025,,,CHHAWALA,,354/354(D),25/01/2017,25/01/2017,Stalking-sexual harrasement,sexual harrasement
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): NORTH-EAST, 5 KM(s) Beat N0(Eﬁ?: arr.) : 817105805",,,,SOUTH WEST,8171058170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171058170030,,,CHHAWALA,,376/354,,,Rape-sexual harrasement,Rape
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): WEST, 03 KM(s) Beat N0(Eﬁ?: arr.) : 817101505",,,,SOUTH WEST,8171015170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171015170011,,,DWARKA NORTH,,377,09/01/2017,09/01/2017,Unnatural offence,Others
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): NORTH, 02 KM(s) Beat N0(Eﬁ?: arr.) : 817101504",,,,SOUTH WEST,8171015170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171015170016,,,DWARKA NORTH,,420/34,,,cheating,cheating
1 IPC 1860,"N.P.S.C. SOCIETY, 9F» Emir SEC 2, DWARKA wan?",2017-01-04,2017-01-04,Wednesday,SOUTH WEST,8171014170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171014170009,5,2017-01-04,DWARKA SOUTH,16:25,283/290,14:30,14:30,obstruction by a person-public nuisance,obstruction by a person-public nuisance
1 IPC 1860,"KOOL KAT SALOON 35 W, SEC 10 DWARKA Ufa ER",2017-01-07,2017-01-07,Saturday,SOUTH WEST,8171014170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171014170015,7,2017-01-07,DWARKA SOUTH,21:30,268/269/270,20:30,20:30,Negligent conduct-public nuisance,Negligent conduct-public nuisance
1 IPC 1860,"BADHWAR APPT PLOT NO 6 DWARKA, 35 HTJﬁ :ré ﬁa—aﬁ",2017-01-08,2017-01-08,Sunday,SOUTH WEST,8171014170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171014170017,5,2017-01-08,DWARKA SOUTH,16:15,356/379/34,14:15,14:15,Snatching-Theft,Snatching
1 IPC 1860,"NEAR LBS COLLEGE 11% :nﬁr ER, ﬁg Ina?” W91",2017-01-08,2017-01-08,Sunday,SOUTH WEST,8171014170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171014170019,7,2017-01-08,DWARKA SOUTH,21:30,268/269/270,21:00,21:00,Negligent conduct-public nuisance,Negligent conduct-public nuisance
1 IPC 1860,"DAURALLA TOLL TAX % 20 W, W 39f FITCH",2017-01-06,2017-01-06,Friday,SOUTH WEST,8171020170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171020170003,3,2017-01-06,JAFFARPUR KALAN,14:10,188,08:30,08:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. 107 mrga mgr, amen THE, NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171020170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171020170021,7,2017-01-21,JAFFARPUR KALAN,22:35,188,20:00,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"Ina—fr mm War 11%, KAIR VILL ﬁr SURHERA Tn‘Er, aﬁa'matrnﬁ awn ROAD",2017-01-25,2017-01-25,Wednesday,SOUTH WEST,8171020170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171020170025,4,2017-01-25,JAFFARPUR KALAN,14:30,356/379,12:20,12:20,Snatching-Theft,Snatching
1 IPC 1860,"Wmu‘lﬁrﬁo 952,3w—cnrﬁaraiawﬁ",2017-01-26,2017-01-26,Thursday,SOUTH WEST,8171020170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171020170026,5,2017-01-26,JAFFARPUR KALAN,17:00,429,15:20,15:20,mischief by killing,Others
1 IPC 1860,"Distance from P.S (am i} g8 30? Eran): WEST, 3 KM(5) Beat No(EﬁE arr.) : 817102003",,,,SOUTH WEST,8171020170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171020170028,,,JAFFARPUR KALAN,,279/337,31/01/2017,31/01/2017,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,ﬂammﬁgmmﬁﬁmﬁm,2017-01-31,2017-01-31,Tuesday,SOUTH WEST,8171020170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171020170029,5,2017-01-31,JAFFARPUR KALAN,16:20,279/337,14:20,14:20,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"H NO. 408, FIRST FLOOR, SUNLIGHT COLONY-l, DELHI",2016-12-31,2016-12-31,Saturday,SOUTH-EAST,8955016170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170002,5,2017-01-02,SUNLIGHT COLONY,19:40,380,13:00,14:00,Theft,Theft
1 IPC 1860,"Wmﬁmmﬁaﬁmaﬁaﬁﬁg, NH-24",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955016170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170009,4,2017-01-12,SUNLIGHT COLONY,17:55,279/337,10:05,10:05,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,":h'QET % $1951? 3119f anﬁr CARRIAGE WAY ER DND FLYWAY, SARAI KALE KHAN Trl'lelEl'lﬁ Eh‘c."" ER",,,,SOUTH-EAST,8955016170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170012,,2017-01-16,SUNLIGHT COLONY,10:15,279/337,,,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"mmﬁmagﬁananaﬁm,aﬁrmsrﬁmaﬁRlGHTTUNNELsﬁaasagr,ﬁmm 1000;112:233",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955016170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170018,,2017-01-18,SUNLIGHT COLONY,13:05,288/304A,04:45,08:30,Negligence conduct-Negligent conduct,Negligence conduct-Negligent conduct
1 IPC 1860,"H.NO. 307, 1ST FLOOR, SUNLIGHT COLONY-l, NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH-EAST,8955016170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170019,5,2017-01-20,SUNLIGHT COLONY,16:00,188,15:00,15:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. 3/5, 3RD FLOOR, BAGICHI No.3, SIDDHARTH BASTI, HARI NAGAR ASHRAM, NEW DELHI",2017-01-21,2017-01-22,INTERVENING DAY,SOUTH-EAST,8955016170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170024,,2017-01-22,SUNLIGHT COLONY,10:40,379,23:00,07:00,Theft,Theft
1 IPC 1860,"IN FRONT OF SHOP NO. 12, SHREE GANESH PROPERTIES, SHARMA MARKET, TAJPUR ROAD, BAI

LII—ll] hf—I I II",2017-01-02,2017-01-02,Monday,SOUTH-EAST,8955012170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170002,1,2017-01-02,BADARPUR,04:45,394/397/34,00:15,00:15,Robbery,Robbery
1 IPC 1860,"ﬁmﬁ(gaﬁmﬁ),mﬁgtﬁg,aaggaéﬁwﬁ",,,,SOUTH-EAST,8955012170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170023,,2017-01-11,BADARPUR,19:00,354(A)/509,,,sexual harrasement,sexual harrasement
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): NORTH, 1.4 KM(s) Beat N0(Eﬁ?: arr.) : 895501207",,,,SOUTH-EAST,8955012170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170024,,,BADARPUR,,363/376/328/506/3,07/01/2017,07/01/2017,Criminal intimidation-Kidnapping-Rape,Rape
1 IPC 1860,"FOOTPATH, UNDER METRO LINE, INFRONT OF H-6/B-1, MOHAN CO-OPERATIVE INDL. ESTATE, BA

LII—ll] hf—I I II",2016-11-07,2016-11-07,Monday,SOUTH-EAST,8955012170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170027,8,2017-01-15,BADARPUR,18:25,279/304A,23:00,23:00,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"INFRONT OF WW, W21 317g, LAJPAT NAGAR DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955006170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170008,7,2017-01-06,LAJPAT NAGAR,20:50,379,19:00,19:00,Theft,Theft
1 IPC 1860,"HEMU KALANI GOVT SCHOOL, LAJPAT NAGAR-lll NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955006170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170010,6,2017-01-07,LAJPAT NAGAR,23:15,287/304A,16:00,16:00,Negligence conduct-Negligent conduct,Negligence conduct-Negligent conduct
1 IPC 1860,"l-3, SAMSUNG SHOWROOM, LAJPAT NAGAR-ll NEW DELHI",2017-01-11,2017-01-12,INTERVENING DAY,SOUTH-EAST,8955006170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170018,,2017-01-12,LAJPAT NAGAR,16:10,457/380,20:35,10:30,Theft-house-trespass,Theft
1 IPC 1860,"JAL VIHAR ROAD, INFRONT OF PIND BALUCHI, LAJPAT NAGAR-Il NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH-EAST,8955006170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170023,7,2017-01-14,LAJPAT NAGAR,22:15,379/356/411,20:30,20:30,Snatching-Theft,Snatching
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 895500801",,,,SOUTH-EAST,8955008170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170006,,,GREATER KAILASH,,376,10/01/2017,10/01/2017,Rape,Rape
1 IPC 1860,"NEAR CHIRAG, DELHI FLYOVER TOWARDS CHIRAG DELHI, TO DEFENCE COLONY BRT Q, GREATE

I/AII Anll Ill“",2017-01-27,2017-01-27,Friday,SOUTH-EAST,8955008170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170020,5,2017-01-27,GREATER KAILASH,17:40,379/34,15:35,15:35,Theft,Theft
1 IPC 1860,"MAA ANANDMAI MARG, NEAR CROWN PLAZA RED LIGHT, OKHLA PHASE-ll, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955013170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170005,4,2017-01-08,OKHLA INDUSTRIAL AREA,21:30,279/337,11:45,11:45,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"GOVINDPURI METRO STATION, NEAR GATE No.1, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955013170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170011,8,2017-01-13,OKHLA INDUSTRIAL AREA,10:45,279/337,22:40,22:40,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"JHUGGI NO. S-14A/100, JJR CAMP % ETFlﬁ, m ithrr-Z, Tag E7011, 110020",2017-01-11,2017-01-11,Wednesday,SOUTH-EAST,8955013170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170012,3,2017-01-15,OKHLA INDUSTRIAL AREA,16:00,323/324/34,08:30,08:30,Causing hurt-hurt by dangerous weapons,Causing hurt-hurt by dangerous weapons
1 IPC 1860,"HARKESH NAGAR SUBJI MANDI, OKHLA PH-ll, NEW DELHI, 110020",2017-01-14,2017-01-14,Saturday,SOUTH-EAST,8955013170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170014,7,2017-01-16,OKHLA INDUSTRIAL AREA,18:15,325,19:30,19:30,grievous hurt,grievous hurt
