acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,Formatted_address,Lat,Long,full_charge,group_charge,hour
1 IPC 1860,"E-545, GK-II, NEW DELHI",2017-01-21,2017-01-26,INTERVENING DAY,SOUTH-EAST,8955010170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170013,0,2017-01-26,CHITRANJAN PARK,22:52,457/380,13:30,21:00,"S-545, Block S, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048, India",28.529251,77.24334,Theft-house-trespass,Theft,13.0
1 IPC 1860,"IN FRONT OF KALI BARI MANDIR, CR PARK, NEW DELHI",2017-02-05,2017-02-05,Sunday,SOUTH-EAST,8955010170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170015,6,2017-05-02,CHITRANJAN PARK,22:00,356/379,18:30,18:30,"Mandir Marg, New Delhi, Delhi 110001, India",28.630362,77.197293,Snatching-Theft,Snatching,18.0
1 IPC 1860,"MARKET N01, CR PARK, NEW DELHI",2017-02-27,2017-02-27,Monday,SOUTH-EAST,8955010170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170024,3,2017-02-27,CHITRANJAN PARK,19:35,279/337,07:45,07:45,"Bipin Chandra Pal Marg, Block C, Chittaranjan, New Delhi, Delhi 110019, India",28.5401592,77.2486194,Rash driving-endangering safety of others,Rash driving,7.0
1 IPC 1860,"C 476, 2ND FLOOR, CR PARK, NEW DELHI",2017-03-08,2017-03-08,Wednesday,SOUTH-EAST,8955010170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170026,7,2017-08-03,CHITRANJAN PARK,21:30,379,19:30,19:30,"C476, Block C, Chittaranjan, New Delhi, Delhi 110019, India",28.538162300000003,77.2526918,Theft,Theft,19.0
1 IPC 1860,"323, MANDAKINI ENCLAVE, NEW DELHI",2017-03-04,2017-03-04,Saturday,SOUTH-EAST,8955010170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170027,8,2017-09-03,CHITRANJAN PARK,00:05,509,22:30,22:30,"323, Mandakini Enclave Rd, Gangotri Enclave, Mandakini Enclave Colony, Alaknanda, New Delhi, Delhi 110048, India",28.528448699999995,77.2486662,sexual harrasement,sexual harrasement,22.0
1 IPC 1860,"1-13 E38111? IN FRONT OF E-991, CR PARK, NEW DELHI",2017-03-17,2017-03-17,Friday,SOUTH-EAST,8955010170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170028,7,2017-03-17,CHITRANJAN PARK,20:05,283,18:00,20:00,"G-78, 2nd Floor, Noida Road, Shaheen Bagh, Jasola, Shaheen Bagh, Okhla, New Delhi, Delhi 110020, India",28.543424600000005,77.30339079999997,obstruction by a person,obstruction by a person,18.0
1 IPC 1860,"INDUS IND ATM, GK-II, NEW DELHI",2017-03-13,2017-03-14,INTERVENING DAY,SOUTH-EAST,8955010170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170029,0,2017-03-19,CHITRANJAN PARK,12:50,420,00:00,00:00,"Shop No 3, Savitri Complex, Gk Ii, Delhi, 110006, India",28.535369,77.24193100000002,cheating,cheating,0.0
1 IPC 1860,"NEAR LIVING STYLE MALL JASOLA, NEW DELHI",2017-01-11,2017-01-11,Wednesday,SOUTH-EAST,8955011170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170002,6,2017-11-01,SARITA VIHAR,22:10,420/34,18:00,18:00,"Shop No-44, Opposite, Sarita Vihar, Living Style Mall, Jasola Vihar, New Delhi, Delhi 110025, India",28.5411965,77.2969817,cheating,cheating,18.0
1 IPC 1860,"POCKET M NEAR AGGARWAL SWEET JANTA FLAT, SARITA VIHAR NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955011170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170008,8,2017-01-18,SARITA VIHAR,04:30,323/341/307/34,23:45,23:45,"Pocket M, Sarita Vihar, New Delhi, Delhi 110044, India",28.5390967,77.2985056,Causing hurt-murder-wrong restraint,murder,23.0
1 IPC 1860,"JHUGGI NEAR DISTRICT PARK,, SARITA VIHAR NEW DELHI",2016-12-26,2016-12-26,Monday,SOUTH-EAST,8955011170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170009,7,2017-01-18,SARITA VIHAR,17:50,451/354/509,19:30,19:30,"Sarita Vihar, New Delhi, Delhi 110076, India",28.529012800000004,77.2924058,house-trespass-sexual harrasement,sexual harrasement,19.0
1 IPC 1860,"602/2, CHAUHAN MOHALLA MADANPUR KHADAR, NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955011170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170017,6,2017-01-21,SARITA VIHAR,18:15,188,17:00,17:00,"Chauhan Mohalla, Madanpur Khadar Village, Madanpur Khadar, New Delhi, Delhi 110076, India",28.5319391,77.3028334,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"STUDENT CYBER CAFE, 1010/121 CHAUHAN MARKET, MADANPUR KHADAR NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH-EAST,8955011170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170019,4,2017-01-22,SARITA VIHAR,10:50,188,10:00,10:00,"1010/121, Opposite Sarita Vihar, Pocket D, Chauhan Market, New Delhi, Delhi 110076, India",28.532286,77.297912,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,10.0
1 IPC 1860,"H. NO. 263, HADDU MOHALLA MADANPUR KHADAR, NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH-EAST,8955011170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170024,6,2017-01-23,SARITA VIHAR,19:15,188,18:00,18:00,"Haddu Mohalla, Madanpur Khadar Village, Madanpur Khadar, New Delhi, Delhi 110076, India",28.5369326,77.30173559999999,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"METRO STATION SEC-8 JASOLA TO POCKET 11, MOTHER DAIRY JASOLA NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH-EAST,8955011170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170025,7,2017-01-23,SARITA VIHAR,23:00,354(D)/341,21:00,21:00,"Pocket 11, Jasola Vihar, New Delhi, Delhi 110020, India",28.5514755,77.29290809999998,Stalking-wrong restraint,Stalking,21.0
1 IPC 1860,"0-32, MAHELLA MOHALLA, MADANPUR KHADAR, SARITA VIHAR NEW DELHI",2017-01-24,2017-01-24,Tuesday,SOUTH-EAST,8955011170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170026,5,2017-01-24,SARITA VIHAR,14:50,188,13:30,13:30,"Mehala Mohalla, NTPC Water Treatment Plant, Badarpur, New Delhi, Delhi 110076, India",28.5306392,77.3116974,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0
1 IPC 1860,"H.NO.43, RAJA MOHALLA JASOLA VILLAGE, NEW DELHI",2017-01-24,2017-01-24,Tuesday,SOUTH-EAST,8955011170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170027,5,2017-01-24,SARITA VIHAR,17:05,188,15:45,15:45,"B-205 DLF Tower Near Apollo Hospital, Rd Number 13A, Jasola Vihar, New Delhi, Delhi 110025, India",28.5386261,77.2893146,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0
1 IPC 1860,"H.NO 9, HADDU MOHALLA MADANPUR KHADAR VILLAGE NEAR JANTA FLAT, SARITA VIHAR NEW [",2017-01-25,2017-01-25,Wednesday,SOUTH-EAST,8955011170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170029,4,2017-01-25,SARITA VIHAR,13:40,188,12:30,12:30,"9, Janta Flats, Madanpur Khadar Village, Sarita Vihar, New Delhi, Delhi 110076, India",28.5382798,77.2991115,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,12.0
1 IPC 1860,"38, HADDU MOHALLA MADANPUR KHADAR, SARITA VIHAR NEW DELHI",2017-01-25,2017-01-25,Wednesday,SOUTH-EAST,8955011170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170030,5,2017-01-25,SARITA VIHAR,13:55,188,13:00,13:00,"Pocket E, Sarita Vihar, New Delhi, Delhi 110076, India",28.5329576,77.2983641,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0
1 IPC 1860,"SATYA NARAYAN MANDIR, BUS STAND, SANGAM VIHAR, MB. ROAD",2017-01-02,2017-01-02,Monday,SOUTH-EAST,8955014170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170002,7,2017-02-01,SANGAM VIHAR,21:55,392/34,20:00,21:40,"Mehrauli - Badarpur Rd, Tigri, Sangam Vihar, New Delhi, Delhi 110044, India",28.5121238,77.2432369,Robbery,Robbery,20.0
1 IPC 1860,"NEAR F-2/325, SANGAM VIHAR NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955014170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170008,8,2017-07-01,SANGAM VIHAR,19:00,354/289/323/509/3,22:00,22:00,"2, Gali Number 8, A Block, Talimabad, Sangam Vihar, New Delhi, Delhi 110044, India",28.5084415,77.25264920000002,Causing hurt-Negligent conduct-sexual harrasement,sexual harrasement,22.0
1 IPC 1860,"0-1363, TIGRI COLONY, MASJID WALI GALI",2017-01-07,2017-01-09,INTERVENING DAY,SOUTH-EAST,8955014170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170009,0,2017-09-01,SANGAM VIHAR,12:30,363,15:30,12:25,"Masjid Waali Gali, Shahoorpur Extension, Sat Bari, New Delhi, Delhi 110074, India",28.4713488,77.1916082,Kidnapping,Kidnapping,15.0
1 IPC 1860,"G-12/292, SANGAM VIHAR, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955014170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170013,0,2017-01-16,SANGAM VIHAR,23:05,363,14:30,23:00,"12, Gali Number 8, A Block, Talimabad, Sangam Vihar, New Delhi, Delhi 110044, India",28.5084602,77.2525575,Kidnapping,Kidnapping,14.0
1 IPC 1860,"HNO-A—16,SANGAM VIHAR NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955014170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170018,6,2017-01-19,SANGAM VIHAR,17:25,188,16:00,16:30,"68,Tikona Park,Jamia nagar, Okhla, Abul Fazal Enclave Part 2, Jamia Nagar, Okhla, New Delhi, Delhi 110025, India",28.553853000000004,77.295553,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"HNO-406/6 I BLOCK, SANGAM VIHAR NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955014170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170019,6,2017-01-19,SANGAM VIHAR,17:30,188,17:00,17:00,"6, Gali Number 8, A Block, Talimabad, Sangam Vihar, New Delhi, Delhi 110044, India",28.5084442,77.25263609999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"HNO-L-4/8, SANGAM VIHAR NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955014170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170020,6,2017-01-19,SANGAM VIHAR,17:35,188,16:00,16:00,"68,Tikona Park,Jamia nagar, Okhla, Abul Fazal Enclave Part 2, Jamia Nagar, Okhla, New Delhi, Delhi 110025, India",28.553853000000004,77.295553,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"HNO-1415, GALI NO-19, K BLOCK, SANGAM VIHAR NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955014170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170023,6,2017-01-19,SANGAM VIHAR,19:40,188,18:00,18:00,"1415, Gali Number 19, K Block, Block I 1, Sangam Vihar, New Delhi, Delhi 110044, India",28.4972528,77.2499163,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"HNO-D-3/125, SANGAM VIHAR NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955014170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170025,6,2017-01-19,SANGAM VIHAR,22:20,323/342/506/34,18:30,18:30,"68,Tikona Park,Jamia nagar, Okhla, Abul Fazal Enclave Part 2, Jamia Nagar, Okhla, New Delhi, Delhi 110025, India",28.553853000000004,77.295553,Causing hurt-Criminal intimidation-wrongful confinement,Others,18.0
1 IPC 1860,"G-11/11, SANGAM VIHAR NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH-EAST,8955014170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170026,5,2017-01-20,SANGAM VIHAR,14:30,188,13:05,14:10,"11, Gali Number 8, A Block, Talimabad, Sangam Vihar, New Delhi, Delhi 110044, India",28.5084575,77.25257059999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0
1 IPC 1860,"(3-757, SANGAM VIHAR NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH-EAST,8955014170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170027,6,2017-01-20,SANGAM VIHAR,19:05,188,18:00,18:45,"3, Gali Number 8, A Block, Talimabad, Sangam Vihar, New Delhi, Delhi 110044, India",28.5084415,77.25264920000002,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,G-1128 SANGAM VIHAR,2017-01-20,2017-01-20,Friday,SOUTH-EAST,8955014170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170028,7,2017-01-20,SANGAM VIHAR,19:24,188,18:00,19:00,"Sangam Vihar, New Delhi, Delhi, India",28.498909,77.2389974,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,D-16/5 SANGAM VIHAR,2017-01-20,2017-01-20,Friday,SOUTH-EAST,8955014170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170029,7,2017-01-20,SANGAM VIHAR,19:45,188,18:30,19:30,"5, Gali Number 8, A Block, Talimabad, Sangam Vihar, New Delhi, Delhi 110044, India",28.508398,77.2526337,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"RATIA MARG KSK PUBLIC SCHOOL, SANGAM VIHAR, NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH-EAST,8955014170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955014170030,0,2017-01-20,SANGAM VIHAR,21:05,279/337,14:30,20:35,"H-117, Ratiya Marg, Sangam Vihar, New Delhi, Delhi 110080, India",28.501718,77.24743029999998,Rash driving-endangering safety of others,Rash driving,14.0
1 IPC 1860,"IN FRONT OF ANDHRA BANK, KALKAJI NEW DELHI",2017-01-03,2017-01-03,Tuesday,SOUTH-EAST,8955009170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170002,6,2017-03-01,KALKAJI,22:05,379/427,16:45,18:45,"F10, Main Road, Kalkaji, New Delhi, Delhi 110019, India",28.541819,77.254144,Theft-mischief,Theft,16.0
1 IPC 1860,"KALKAJI MANDIR, KALKAJI NEW DELHI",2016-10-01,2016-10-01,Saturday,SOUTH-EAST,8955009170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170003,7,2017-03-01,KALKAJI,22:35,379/411,21:30,21:30,"Lotus Temple Rd, Block 9, Kalkaji, New Delhi, Delhi 110048, India",28.5494095,77.2592882,Theft,Theft,21.0
1 IPC 1860,"L-2/4BB, 2ND FLOOR, DDA FLAT KALKAJI N.D",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955009170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170005,3,2017-05-01,KALKAJI,11:50,380,08:45,08:45,"DDA Flats, DDA Flats Kalkaji, Block L 1, Govindpuri, New Delhi, Delhi 110019, India",28.5268345,77.25623449999998,Theft,Theft,8.0
1 IPC 1860,LOTUS TEMPLE KALKAJI MANDIR,2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955009170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170006,6,2017-07-01,KALKAJI,19:35,379,16:15,16:15,"Lotus Temple Rd, Bahapur, Shambhu Dayal Bagh, Kalkaji, New Delhi, Delhi 110019, India",28.553492,77.2588264,Theft,Theft,16.0
1 IPC 1860,"9/259, DDA FLAT KALKAJI NEW DELHI",2017-01-03,2017-01-03,Tuesday,SOUTH-EAST,8955009170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170007,3,2017-07-01,KALKAJI,19:45,420,09:30,09:30,"9/259, D.D.A Flats, Shaheed Suryasen Marg, Kalkaji, Alaknanda, New Delhi, Delhi 110019, India",28.5329788,77.25542929999997,cheating,cheating,9.0
1 IPC 1860,"IN FRONT OF 59/7, KALKAJI NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955009170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170010,2,2017-08-01,KALKAJI,15:30,379,05:44,05:44,"H-10, Arya Basti, Block H, South Extension I, New Delhi, Delhi 110049, India",28.5714662,77.2217215,Theft,Theft,5.0
1 IPC 1860,"J-1/246, IIND FLOOR, DDA FLAT KALKAJI NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955009170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170012,0,2017-08-01,KALKAJI,21:25,380/454,13:30,18:00,"1/12, 2nd Main Rd, Andrews Ganj, New Delhi, Delhi 110049, India",28.566672600000004,77.2257525,Theft-house-trespass,Theft,13.0
1 IPC 1860,"1680/2, GOVINDPURI EXTN, KALKAJI, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955009170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170013,0,2017-08-01,KALKAJI,23:56,363,14:00,18:30,"Dharm Infotech, 13, Shop Radhika Complex, Ground Floor,, 1623, Gali Number 7, Govindpuri Extension, Govindpuri, New Delhi, Delhi 110019, India",28.534345,77.260414,Kidnapping,Kidnapping,14.0
1 IPC 1860,"NSIC BUS STAND, OUTER RING ROAD, KALKAJI NEW DELHI",2017-01-10,2017-01-10,Tuesday,SOUTH-EAST,8955009170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170016,6,2017-11-01,KALKAJI,14:10,379,17:30,17:30,"Kalkaji, NSIC Footover Bridge, Outer Ring Road, Bhakti Vedant Swami Marg, NSIC Estate, Okhla Phase III, Okhla Industrial Area, New Delhi, Delhi 110019, India",28.552351,77.264713,Theft,Theft,17.0
1 IPC 1860,"J-1/112, TOP FLOOR, DDA FLATS, KALKAJI, NEW DELHI",2017-01-12,2017-01-13,INTERVENING DAY,SOUTH-EAST,8955009170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170018,0,2017-01-13,KALKAJI,03:00,457/380,12:30,01:00,"Shop No. 3, 19/596, DDA Flats Kalkaji, Opp. Anggarwal Sweets, Ration Off. Road, DDA Flats Kalkaji, Harijan Colony, Block B, Kalkaji, New Delhi, Delhi 110019, India",28.531086,77.257295,Theft-house-trespass,Theft,12.0
1 IPC 1860,"L-1/97A, DDA FLATS, KALKAJI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955009170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170019,3,2017-01-13,KALKAJI,17:45,380,09:15,09:15,"97, Gali No 33, JJ Colony, Block H, Sector 4, Madangir, New Delhi, Delhi 110044, India",28.5173855,77.2294395,Theft,Theft,9.0
1 IPC 1860,"E 114, KALKAJI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955009170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170021,0,2017-01-14,KALKAJI,01:50,380/457,20:00,23:00,"Kalkaji, New Delhi, Delhi, India",28.5374198,77.2597274,Theft-house-trespass,Theft,20.0
1 IPC 1860,"429 BUS STAND NEAR KRISHNA MARKET, DDA FLAT KALKAJI NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH-EAST,8955009170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170022,7,2017-01-14,KALKAJI,22:00,379/427,20:25,20:40,"DDA Flats Kalkaji, Harijan Colony, Block D, Kalkaji, New Delhi, Delhi 110019, India",28.5311999,77.25632,Theft-mischief,Theft,20.0
1 IPC 1860,"KALKAJI BUS STAND, OUTER RING ROAD",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955009170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170023,6,2017-01-16,KALKAJI,19:05,379,18:00,18:00,"Outer Ring Rd, Block 9, Kalkaji, New Delhi, Delhi 110019, India",28.550972,77.26326999999998,Theft,Theft,18.0
1 IPC 1860,"HANSRAJ SETHI MARG NEAR RELIANCE STORE, KALKAJI, NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955009170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170027,4,2017-01-19,KALKAJI,18:20,379,12:30,12:45,"H-17/B, Lower Ground Floor, Kalkaji Main Road, Near Vodafone Store, Block H, Kalkaji, New Delhi, Delhi 110019, India",28.539917,77.258404,Theft,Theft,12.0
1 IPC 1860,"1075/43, SHOP NO. 3, DDA FLAT KALKAJI NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955009170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170028,5,2017-01-21,KALKAJI,14:50,188,13:30,13:30,"Shop No. 3, 1075 /43 DDA Flats, Near Gurudwara ,, New Delhi, Delhi 110019, India",28.528816,77.257711,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0
1 IPC 1860,"MAIN ROAD NEAR SATYAM CINEMA, NEHRU PLACE",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955009170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170029,6,2017-01-21,KALKAJI,19:20,482/411/34,17:30,17:30,"Plot No. 45, District Centre, Near Intercontinental Hotel, Nehru Place, New Delhi, Delhi 110019, India",28.550044,77.25115500000003,Theft-using false property,Theft,17.0
1 IPC 1860,"J-1/320, IIND FLOOR, DDA FLATS KALKAJI NEW DELHI-19",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955009170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955009170030,7,2017-01-21,KALKAJI,21:30,188,20:00,20:00,"1/12, 2nd Main Rd, Andrews Ganj, New Delhi, Delhi 110049, India",28.566672600000004,77.2257525,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"H,NO.B-3, MADANGIR ,CENTRAL MARKET, NEW DELHI",2017-01-02,2017-01-02,Monday,SOUTH-EAST,8955015170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170003,5,2017-03-01,AMBEDKAR NAGAR,00:40,363,15:00,15:00,"Gali Number 3, Doctor Ambedkar Nagar, Madangir, New Delhi, Delhi 110044, India",28.523399,77.23006720000002,Kidnapping,Kidnapping,15.0
1 IPC 1860,"H NO J H 68, MADANGIR, NEW DELHI",2016-08-26,2016-08-26,Friday,SOUTH-EAST,8955015170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170005,3,2017-04-01,AMBEDKAR NAGAR,19:15,354/354(D)/506/34,09:00,09:00,"Madangir, New Delhi, Delhi 110062, India",28.5199221,77.2304564,Criminal intimidation-Stalking-sexual harrasement,sexual harrasement,9.0
1 IPC 1860,"F-1ST 242, MADANGIR NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955015170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170007,5,2017-06-01,AMBEDKAR NAGAR,02:15,363,14:00,14:00,"242, Greater Kailash 1 Rd, M Block, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048, India",28.5504436,77.23707579999999,Kidnapping,Kidnapping,14.0
1 IPC 1860,"SEKH SARAI BUS STOP, DAKSHIN PURI, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955015170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170008,4,2017-06-01,AMBEDKAR NAGAR,12:55,379,10:20,10:20,"Press Enclave Marg, New Colony, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017, India",28.5296647,77.2158757,Theft,Theft,10.0
1 IPC 1860,SHEIKH SARAI RED LIGHT,2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955015170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170010,1,2017-07-01,AMBEDKAR NAGAR,19:20,279,00:30,00:30,"B-102,104 First Floor, Panchsheel Vihar, Sheikh Sarai Phase-1, New Delhi, Delhi 110017, India",28.536407,77.221802,Rash driving,Rash driving,0.0
1 IPC 1860,"VIRAT CHOWK, DAKSHIN PURI",2017-01-10,2017-01-11,INTERVENING DAY,SOUTH-EAST,8955015170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170015,0,2017-11-01,AMBEDKAR NAGAR,13:00,379,23:00,06:00,"Shop no-17, Indira Virat Market, Dakshinpuri, Delhi 110062, India",28.5243497,77.2366143,Theft,Theft,23.0
1 IPC 1860,F H 297 MADANGIR,2016-12-31,2016-12-31,Saturday,SOUTH-EAST,8955015170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170017,8,2017-11-01,AMBEDKAR NAGAR,22:00,323/325/34,23:30,23:30,"Madangir, New Delhi, Delhi 110062, India",28.5199221,77.2304564,Causing hurt-grievous hurt,Others,23.0
1 IPC 1860,"SHOP NO D 2/3, DAKSHIN PURI NEW DELHI",2017-01-11,2017-01-12,INTERVENING DAY,SOUTH-EAST,8955015170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170018,0,2017-12-01,AMBEDKAR NAGAR,16:44,457/380,21:00,08:00,"B-374, Gyan Mandir Rd, Jaitpur Extension, Jaitpur, Badarpur, Haryana 110044, India",28.5037612,77.33154590000002,Theft-house-trespass,Theft,21.0
