acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour,Formatted_address,Lat,Long
1 IPC 1860,"UNDER FLYOVER, NEAR DEFENCE COLONY, NEW DELHI-110003",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170022,1,2017-01-21,HAUZ KHAS,07:45,279/429,02:00,02:00,Rash driving-mischief by killing,Rash driving,2.0,"Prem Nagar Sewa Nagar Railway Under Bridge, New Delhi, Delhi 110003, India",28.5789444,77.2219023
1 IPC 1860,"UNDER FLYOVER, NEAR DEFENCE COLONY, NEW DELHI-110003",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170022,1,2017-01-21,HAUZ KHAS,07:45,279/429,02:00,02:00,Rash driving-mischief by killing,Rash driving,2.0,"C-100, Birbal Rd, Block C, Lajpat Nagar I, Lajpat Nagar, New Delhi, Delhi 110024, India",28.577671999999996,77.2388304
1 IPC 1860,"791/5, 2ND FLOOR, SUKHDEV NAGAR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170023,7,2017-01-21,HAUZ KHAS,20:45,188,19:20,19:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"791, Street Number 5, Janakpuri, Ludhiana, Punjab 141003, India",30.903843,75.871549
1 IPC 1860,"791/5, 2ND FLOOR, SUKHDEV NAGAR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170023,7,2017-01-21,HAUZ KHAS,20:45,188,19:20,19:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"Sukhdev Nagar, Indore, Madhya Pradesh 452006, India",22.7272215,75.8225267
1 IPC 1860,"214/2, ALIGANJ, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170024,7,2017-01-21,HAUZ KHAS,21:30,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"Aliganj, Kotla Mubarakpur, South Extension I, New Delhi, Delhi, India",28.5762179,77.22291159999997
1 IPC 1860,"214/2, ALIGANJ, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170024,7,2017-01-21,HAUZ KHAS,21:30,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"Aliganj, Kotla Mubarakpur, South Extension I, New Delhi, Delhi, India",28.5762179,77.22291159999997
1 IPC 1860,"A—214,ALIGANJ, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170025,7,2017-01-21,HAUZ KHAS,22:20,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0,"Aliganj, Kotla Mubarakpur, South Extension I, New Delhi, Delhi, India",28.5762179,77.22291159999997
1 IPC 1860,"A—214,ALIGANJ, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170025,7,2017-01-21,HAUZ KHAS,22:20,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0,"Aliganj, Kotla Mubarakpur, South Extension I, New Delhi, Delhi, India",28.5762179,77.22291159999997
1 IPC 1860,"1859A, RAVI DASS BASTI, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170026,7,2017-01-21,HAUZ KHAS,22:45,188,21:00,21:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0,"Basti Danishmandan, Near Shri Guru Ravi Das Mandir, Said Pur, Danish Amandan, Jalandhar, Punjab 144002, India",31.317687,75.539484
1 IPC 1860,"1859A, RAVI DASS BASTI, K.M.PUR",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167023170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170026,7,2017-01-21,HAUZ KHAS,22:45,188,21:00,21:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0,"Basti Danishmandan, Near Shri Guru Ravi Das Mandir, Said Pur, Danish Amandan, Jalandhar, Punjab 144002, India",31.317687,75.539484
1 IPC 1860,"INA MARKET, NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH DELHI,8167023170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170027,7,2017-01-24,HAUZ KHAS,13:55,363,20:00,20:00,Kidnapping,Kidnapping,20.0,"110023, Aviation Colony, INA Colony, New Delhi, Delhi 110023, India",28.575029200000003,77.2098568
1 IPC 1860,"INA MARKET, NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH DELHI,8167023170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170027,7,2017-01-24,HAUZ KHAS,13:55,363,20:00,20:00,Kidnapping,Kidnapping,20.0,"24 kasmiri market ina market new delhi, New delhi, Delhi 110023, India",28.574811999999998,77.199129
1 IPC 1860,"0-212 POCKET A, INA COLONY NEW DELHI, NEW DELHI",2017-01-24,2017-01-24,Tuesday,SOUTH DELHI,8167023170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167023170029,5,2017-01-24,HAUZ KHAS,20:50,454/380,14:00,14:00,Theft-house-trespass,Theft,14.0,"INA Colony, New Delhi, Delhi 110023, India",28.5782211,77.21262409999999
1 IPC 1860,"GATE NO. 2, CGO COMPLEX, LODHI COLONY ND",2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167028170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170002,7,2017-01-01,LODI COLONY,20:50,379/356/34,19:45,19:50,Snatching-Theft,Snatching,19.0,"3,Lodhi Road Complex,CGO Complex,Mini Market-II, Near Gate No.4,JLN Metro Station, New Delhi, 110003, India",28.5889278,77.23130780000002
1 IPC 1860,"GATE NO. 2, CGO COMPLEX, LODHI COLONY ND",2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167028170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170002,7,2017-01-01,LODI COLONY,20:50,379/356/34,19:45,19:50,Snatching-Theft,Snatching,19.0,"3,Lodhi Road Complex,CGO Complex,Mini Market-II, Near Gate No.4,JLN Metro Station, New Delhi, 110003, India",28.5889278,77.2313078
1 IPC 1860,B.K.DUTT COLONY LODHI COLONY,2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167028170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170004,6,2017-01-02,LODI COLONY,20:44,337,18:15,18:15,endangering safety of others,endangering safety of others,18.0,"Lodhi Colony, Block 23, BK Dutt Colony, New Delhi, Delhi, India",28.5798466,77.2180503
1 IPC 1860,B.K.DUTT COLONY LODHI COLONY,2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167028170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170004,6,2017-01-02,LODI COLONY,20:44,337,18:15,18:15,endangering safety of others,endangering safety of others,18.0,"Lodhi Colony, Block 23, BK Dutt Colony, New Delhi, Delhi, India",28.5798466,77.2180503
1 IPC 1860,"LODHI ROAD, DAYAL SINGH COLLAGE BUS STNAD, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167028170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170010,8,2017-01-14,LODI COLONY,23:35,379/356/34,23:00,23:15,Snatching-Theft,Snatching,23.0,"Lodhi Rd, CGO Complex, Bharti Nagar, New Delhi, Delhi 110003, India",28.592173,77.22897999999998
1 IPC 1860,"LODHI ROAD, DAYAL SINGH COLLAGE BUS STNAD, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167028170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170010,8,2017-01-14,LODI COLONY,23:35,379/356/34,23:00,23:15,Snatching-Theft,Snatching,23.0,"Maharshi Raman Marg, Lodhi Estate, New Delhi, Delhi 110003, India",28.5924231,77.228702
1 IPC 1860,LODHI COLONY,2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167028170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170011,1,2017-01-16,LODI COLONY,03:00,279/337/304A,02:40,02:40,Negligence conduct-Rash driving-endangering safety of others,Rash driving,2.0,"Lodi Colony, New Delhi, Delhi 110003, India",28.5862742,77.224306
1 IPC 1860,LODHI COLONY,2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167028170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170011,1,2017-01-16,LODI COLONY,03:00,279/337/304A,02:40,02:40,Negligence conduct-Rash driving-endangering safety of others,Rash driving,2.0,"Lodi Colony, New Delhi, Delhi 110003, India",28.5862742,77.224306
1 IPC 1860,"H.NO. 215, BLOCK- 23, LODHI COLONY, NEW DELHI.",2017-01-24,2017-01-24,Tuesday,SOUTH DELHI,8167028170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170016,,2017-01-24,LODI COLONY,19:46,380,10:00,18:00,Theft,Theft,10.0,"Lodhi Colony, Block 23, BK Dutt Colony, New Delhi, Delhi, India",28.5798466,77.2180503
1 IPC 1860,"H.NO. 215, BLOCK- 23, LODHI COLONY, NEW DELHI.",2017-01-24,2017-01-24,Tuesday,SOUTH DELHI,8167028170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170016,,2017-01-24,LODI COLONY,19:46,380,10:00,18:00,Theft,Theft,10.0,"Lodhi Colony, Block 23, BK Dutt Colony, New Delhi, Delhi, India",28.5798466,77.2180503
1 IPC 1860,"RED LIGHT, HABITET CENTER IV AVENUE, LODHI COLONY ND",2017-01-25,2017-01-25,Wednesday,SOUTH DELHI,8167028170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170017,7,2017-01-25,LODI COLONY,21:20,379,20:40,20:40,Theft,Theft,20.0,"Lodhi Road, Near Airforce Bal Bharati School, New Delhi, Delhi 110003, India",28.5899105,77.2252178
1 IPC 1860,CGO COMPLEX LODHI COLONY,2017-01-28,2017-01-28,Saturday,SOUTH DELHI,8167028170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170019,3,2017-02-02,LODI COLONY,20:10,363,08:00,08:00,Kidnapping,Kidnapping,8.0,"CGO Complex, Pragati Vihar, New Delhi, Delhi, India",28.589314299999998,77.2362044
1 IPC 1860,"NEAR BUS STAND, BLOCK NO. 17, LODHI COLONY, NEW DELHI",2017-02-03,2017-02-03,Friday,SOUTH DELHI,8167028170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170020,6,2017-02-03,LODI COLONY,16:40,279,16:25,16:30,Rash driving,Rash driving,16.0,"Lodhi Rd, Block M, Lodhi Estate, New Delhi, Delhi 110003, India",28.590135800000002,77.2207422
1 IPC 1860,"85, BLOCK NO. 21, LODHI COLONY, NEW DELHI",2017-02-03,2017-02-03,Friday,SOUTH DELHI,8167028170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170021,7,2017-02-03,LODI COLONY,22:00,380,20:00,21:15,Theft,Theft,20.0,"Lodi Colony, New Delhi, Delhi 110003, India",28.5862742,77.224306
1 IPC 1860,"BLOCK NO. 4, LODHI COLONY NEW DELHI",2017-02-07,2017-02-07,Tuesday,SOUTH DELHI,8167028170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170022,1,2017-02-07,LODI COLONY,00:45,285/337,00:30,00:40,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others,0.0,"Block 4, Lodi Colony, New Delhi, Delhi 110003, India",28.5827484,77.2256062
1 IPC 1860,"6/12, RAILWAY COLONY, SEWA NAGAR, NEW DELHI",2017-02-22,2017-02-22,Wednesday,SOUTH DELHI,8167028170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170023,,2017-02-22,LODI COLONY,17:30,380/454,08:30,17:00,Theft-house-trespass,Theft,8.0,"Sewa Nagar Railway Colony, Kasturba Nagar, Sewa Nagar, New Delhi, Delhi 110003, India",28.578770600000002,77.225247
1 IPC 1860,"8-12/132, I.G. CAMP, LODHI COLONY, NEW DELHI",2017-02-25,2017-02-26,INTERVENING DAY,SOUTH DELHI,8167028170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170024,,2017-02-26,LODI COLONY,21:00,363,19:00,20:00,Kidnapping,Kidnapping,19.0,"8, Lodhi Rd, Gokalpuri, Institutional Area, Lodi Colony, New Delhi, Delhi 110003, India",28.59015,77.228109
1 IPC 1860,"SAI BABA MANDIR, LODHI ROAD, NEW DELHI",2017-01-26,2017-01-26,Thursday,SOUTH DELHI,8167028170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170026,4,2017-03-07,LODI COLONY,23:00,509,11:30,11:40,sexual harrasement,sexual harrasement,11.0,"3, Lodhi Road, Institutional Area, Lodi Colony, New Delhi, Delhi 110003, India",28.5893783,77.2289935
1 IPC 1860,"LODHI ROAD, NEAR AIR FORCE BAL BHARTI SCHOOL, LODHI COLONY NEW DELHI.",2016-10-25,2016-10-25,Tuesday,SOUTH DELHI,8167028170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167028170028,3,2017-03-11,LODI COLONY,09:00,379/356/34,08:50,08:55,Snatching-Theft,Snatching,8.0,"Near Habitat Centre, Lodi Road, New Delhi, Delhi 110003, India",28.590158399999996,77.227041
1 IPC 1860,"IN PARK BACK SIDE OF, QUTUB MINAR METRO STATION, NEW DELHI",2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167032170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170002,5,2017-01-02,MEHRAULI,19:30,356/379,14:00,14:00,Snatching-Theft,Snatching,14.0,"Mehrauli, New Delhi, Delhi 110030, India",28.5244281,77.1854559
1 IPC 1860,OUT SIDE SAKET METRO STATION,2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167032170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170003,5,2017-01-03,MEHRAULI,00:05,379/356/34,13:20,13:20,Snatching-Theft,Snatching,13.0,"Mehrauli Badarpur Road, Saiyad ul Ajaib, Saket, New Delhi, Delhi 110030, India",28.5204869,77.2015313
1 IPC 1860,"A—153, GALI NO -3, AMBEDKER COLONY, CHATTARPUR, NEW DELHI",2016-10-02,2016-10-02,Sunday,SOUTH DELHI,8167032170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170004,1,2017-01-03,MEHRAULI,22:10,498A/323/506,00:15,00:30,Causing hurt-Criminal intimidation-domestic abuse,domestic abuse,0.0,"Ambedkar Colony, Mandi, New Delhi, Delhi 110047, India",28.4488472,77.14707829999998
1 IPC 1860,"IN FRONT OF KAVAB EXPRESS, QUTUB MINAR MEHRAULI ND",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167032170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170008,5,2017-01-05,MEHRAULI,14:30,356/379/34,13:30,13:30,Snatching-Theft,Snatching,13.0,"Ground Floor, The Qutub Tiffin, Kutbub Minar Complex, Qutub Minar Complex Road, Mehrauli, New Delhi, Delhi 110030, India",28.52677000000001,77.18754
1 IPC 1860,"H NO D-22, D BLOCK,, RAJPUR KHURD NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167032170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170009,7,2017-01-06,MEHRAULI,00:10,363,19:00,19:00,Kidnapping,Kidnapping,19.0,"D Block, Rajpur Khurd Village, Chhattarpur, New Delhi, Delhi 110074, India",28.4948455,77.1921441
1 IPC 1860,"BUS STAND NEAR CHATTARPUR MANDIR, CHATTARPUR NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH DELHI,8167032170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170011,7,2017-01-07,MEHRAULI,01:15,356/379,21:30,21:30,Snatching-Theft,Snatching,21.0,"Main Chhatarpur Rd, Dr Ambedkar Colony, Chhattarpur, New Delhi, Delhi 110074, India",28.50233,77.181352
1 IPC 1860,"NEAR SYNDICATE BANK, 100 FEET ROAD, CHATTARPUR, NEW DELHI",2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167032170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170015,6,2017-01-10,MEHRAULI,18:20,279/337,18:40,18:40,Rash driving-endangering safety of others,Rash driving,18.0,"89A, 100 Feet Rd, Phase 2, Chattarpur Enclave, Chhattarpur, New Delhi, Delhi 110030, India",28.501176,77.1858339
1 IPC 1860,"H. NO. 266/11, WARD NO. 2, MEHRAULI, NEW DELHI",2017-01-10,2017-01-10,Tuesday,SOUTH DELHI,8167032170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170016,7,2017-01-10,MEHRAULI,20:45,188,19:30,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"Ward No 2, Lakhi Nath Kuti, Mehrauli, New Delhi, Delhi, India",28.5243717,77.1758921
1 IPC 1860,"D-203, GALI NO 13,, CHHATTARPUR PAHARI NEW DELHI",2017-01-09,2017-01-09,Monday,SOUTH DELHI,8167032170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170017,7,2017-01-11,MEHRAULI,10:30,324,20:30,21:00,hurt by dangerous weapons,hurt by dangerous weapons,20.0,"CN139, 60 Feet Rd, D-Block, Pocket C, Dr Ambedkar Colony, Chhattarpur, New Delhi, Delhi 110030, India",28.50587100000001,77.18384809999998
1 IPC 1860,"H. NO. 215, GALI NO. 7, CHATTARPUR PAHARI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167032170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170028,7,2017-01-13,MEHRAULI,21:45,188,19:30,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"Gali Number -7, Israel Colony, Rangpuri Pahari, Rangpuri, New Delhi, Delhi 110076, India",28.5338232,77.1332675
1 IPC 1860,"895/0-24, WARD NO. 8, MEHRAULI, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167032170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170029,6,2017-01-14,MEHRAULI,19:50,188,18:30,18:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0,"Ward Number 8, Mehrauli, New Delhi, Delhi 110030, India",28.5188648,77.17891259999998
1 IPC 1860,"A/14, RAJPUR KHURD COLONY MEHRAULI, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167032170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170030,6,2017-01-14,MEHRAULI,20:20,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0,"14, Mehrauli - Badarpur Rd, Khanpur Extension, Khanpur, New Delhi, Delhi 110062, India",28.513793,77.233994
1 IPC 1860,"STREET OF A—BLOCK, DURGA VIHAR, NEW DELHI",2017-01-03,2017-01-03,Tuesday,SOUTH DELHI,8167057170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170002,7,2017-01-03,NEB SARAI,23:25,356/379/34,20:40,20:40,Snatching-Theft,Snatching,20.0,"Shop No.3, A-5 Block, Near Domino's Pizza, Jain Acharya Shri Atma Ram Marg, DDA Market, Paschim Vihar, New Delhi, Delhi 110063, India",28.6770952,77.1042698
1 IPC 1860,"SHOP NO 5 DDA MARKET, IGNOU ROAD, NEW DELHI",2017-01-04,2017-01-05,INTERVENING DAY,SOUTH DELHI,8167057170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170003,,2017-01-05,NEB SARAI,11:30,457/380,21:00,07:00,Theft-house-trespass,Theft,21.0,"5, Anupam Apartment, IGNOU Road, DDA Market, New Delhi, Delhi 110068, India",28.518771,77.20675290000001
1 IPC 1860,"E-521, J J CAMP TIGRI, NEAR PRAVEEN DEVI MANDIR KRISHNA PARK, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167057170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170004,6,2017-01-06,NEB SARAI,00:45,394/397/34,18:40,18:40,Robbery,Robbery,18.0,"D-201, Krishna Park Colony, Jawahar Park, Khanpur, New Delhi, Delhi 110062, India",28.5090842,77.2338713
1 IPC 1860,"H.NO .542 GALI NO -7, L-IST SANGAM VIHAR, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH DELHI,8167057170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170007,2,2017-01-07,NEB SARAI,19:45,363,05:00,05:30,Kidnapping,Kidnapping,5.0,"386, Sant Nagar, East of Kailash, New Delhi, Delhi 110065, India",28.555166999999997,77.2510586
1 IPC 1860,"BANDH ROAD, DURGA VIHAR, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH DELHI,8167057170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170008,1,2017-01-08,NEB SARAI,04:05,392/34,00:20,00:20,Robbery,Robbery,0.0,"Bandh Road, New Delhi, Delhi, India",28.4989962,77.2238537
1 IPC 1860,"CAMBRIGE SCHOOL, DEVLI ROAD, NEW DELHI",2017-01-09,2017-01-09,Monday,SOUTH DELHI,8167057170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170009,7,2017-01-09,NEB SARAI,21:40,379/356/34,20:00,20:00,Snatching-Theft,Snatching,20.0,"C-198, Jawahar Park, Main Khanpur-Devli Road, New Delhi, Delhi 110062, India",28.5066303,77.2318707
1 IPC 1860,"B-51, NEB VALLEY,NEB SARAI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167057170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170012,5,2017-01-13,NEB SARAI,21:00,188,15:30,15:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0,"Block H, Neb Sarai, Sainik Farm, New Delhi, Delhi 110062, India",28.5096385,77.2053054
1 IPC 1860,"GALI NO. 6, M-2, SANGAM VIHAR, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167057170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170013,3,2017-01-14,NEB SARAI,17:30,323/341/34,08:30,08:30,Causing hurt-wrong restraint,Causing hurt-wrong restraint,8.0,"Gali Number 6, Block L 2, Devli, Sangam Vihar, New Delhi, Delhi 110044, India",28.487858799999998,77.23075490000002
1 IPC 1860,"OPP SHOP NO .189/1, DEVLI RAOD, KHANPUR, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167057170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170015,4,2017-01-16,NEB SARAI,19:50,323/451/506/34,10:30,10:30,Causing hurt-Criminal intimidation-house-trespass,house-trespass,10.0,"D-94,95, Shop No.10, Devli Rd, D Block, Krishna Park Colony, Khanpur Extension, Khanpur, New Delhi, Delhi 110062, India",28.50776500000001,77.232277
1 IPC 1860,"SHOP NO 189/1, DEVLI ROAD, KHANPUR, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167057170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170016,4,2017-01-16,NEB SARAI,20:35,323/341/506/34,10:30,10:30,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,10.0,"189/1, Devli Rd, Khanpur Village, Khanpur, New Delhi, Delhi 110062, India",28.512902,77.232662
1 IPC 1860,"NEAR SULABH SOCHALYA, J J CAMP, TIGRI, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH DELHI,8167057170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170017,3,2017-01-17,NEB SARAI,13:30,394/34,09:00,09:00,Robbery,Robbery,9.0,"DDA Market, Vasant Vihar Poorvi Marg, Block E, Vasant Vihar, New Delhi, Delhi 110057, India",28.561075,77.159596
1 IPC 1860,"(3-1, INDIRA ENCLAVE, NEB SARAI, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167057170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170018,6,2017-01-17,NEB SARAI,15:00,363,18:00,18:00,Kidnapping,Kidnapping,18.0,"freedom fighter enclave, Block A 1, Indra Enclave, Neb Sarai, New Delhi, Delhi 110068, India",28.502189,77.2017857
1 IPC 1860,"B-131, SHIV PARK, KHANPUR, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH DELHI,8167057170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170020,7,2017-01-17,NEB SARAI,21:30,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0,"Shiv Park, Duggal Colony, Khanpur, New Delhi, Delhi 110062, India",28.5102641,77.2288397
1 IPC 1860,"A—6, RAJU PARK, KHANPUR, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167057170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170021,6,2017-01-18,NEB SARAI,18:35,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0,"Raju Park, Khanpur, New Delhi, Delhi 110062, India",28.503338399999997,77.2257859
1 IPC 1860,"437/8, L-IST SANGAM VIHAR, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167057170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170022,5,2017-01-18,NEB SARAI,19:20,363/365,14:00,15:00,Kidnapping,Kidnapping,14.0,"437, L 1 Gali Number 6, Block L 2, Devli, Sangam Vihar, New Delhi, Delhi 110044, India",28.491537800000003,77.23033659999999
1 IPC 1860,"TOP FLOOR, A-58, DEOLI EXTENSION, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167057170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170023,1,2017-01-18,NEB SARAI,22:05,188,00:00,00:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,0.0,"7/404 block , L1st Budh Bazar , Sangam vihar, Near Satnam School, Devli, Sangam Vihar, New Delhi, Delhi 110080, India",28.496558,77.23863100000001
